herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link	COUNTRY	1000
ASU	82940	ASU	L. Sigal	Arkansas	Independence	134.28	outside_boundary_exact	Arkansas, Newton County	36.0166667,-93.35	NA	Lost Valley State Park/Buffalo River National Park, Ozark mountains	https://lichenportal.org/portal/collections/individual/index.php?occid=82940	COUNTY	10
ASU	86095	ASU	L. Sigal	Arkansas	Independence	134.28	outside_boundary_exact	Arkansas, Newton County	36.0166667,-93.35	NA	Lost Valley State Park/Buffalo River National Park, Ozark mountains	https://lichenportal.org/portal/collections/individual/index.php?occid=86095	COUNTY	10
ASU	89487	ASU	L. Sigal	Arkansas	Independence	134.28	outside_boundary_exact	Arkansas, Newton County	36.0166667,-93.35	NA	Lost Valley State Park/Buffalo River National Park, Ozark mountains	https://lichenportal.org/portal/collections/individual/index.php?occid=89487	COUNTY	10
ASU	90486	ASU	L. Sigal	Arkansas	Independence	134.28	outside_boundary_exact	Arkansas, Newton County	36.0166667,-93.35	NA	Lost Valley State Park/Buffalo River National Park, Ozark mountains	https://lichenportal.org/portal/collections/individual/index.php?occid=90486	COUNTY	10
ASU	90859	ASU	L. Sigal	Arkansas	Independence	134.28	outside_boundary_exact	Arkansas, Newton County	36.0166667,-93.35	NA	Lost Valley State Park/Buffalo River National Park, Ozark mountains	https://lichenportal.org/portal/collections/individual/index.php?occid=90859	COUNTY	10
ASU	95693	ASU	L. Sigal	Arkansas	Independence	134.28	outside_boundary_exact	Arkansas, Newton County	36.0166667,-93.35	NA	Lost Valley State Park/Buffalo River National Park, Ozark mountains	https://lichenportal.org/portal/collections/individual/index.php?occid=95693	COUNTY	10
WIS	1071143	WIS	D. Demaree	Arkansas	Pulaski	126.83	outside_boundary_exact	Arkansas, Polk County	34.68847,-94.137524	WIS-L-0037084	Fourche Mt.	https://lichenportal.org/portal/collections/individual/index.php?occid=1071143	COUNTY	10
ILL	1508718	ILL	M.E. Hale	Arkansas	Van Burren	110.03	outside_boundary_similarity_0.889	Arkansas, Poinsett County	35.6333,-91.0167	ILL00038494	near Una	https://lichenportal.org/portal/collections/individual/index.php?occid=1508718	COUNTY	10
WIS	2407154	WIS	James C Lendemer	Arkansas	Stone	79.13	outside_boundary_exact	Arkansas, Lonoke County	35,-92	WIS-L-0009323	Hell Creek Natural Area, 3.5 miles N/NE of Mountain View	https://lichenportal.org/portal/collections/individual/index.php?occid=2407154	COUNTY	10
WIS	1325146	WIS	Elwood Logan	Arkansas	Pope	6.07	outside_boundary_exact	Arkansas, Yell County	35.222242,-93.2553	WIS-L-0078177	Russellville, Mt. Nebo	https://lichenportal.org/portal/collections/individual/index.php?occid=1325146	COUNTY	10
WIS	1365837	WIS	Elwood Logan	Arkansas	Pope	6.07	outside_boundary_exact	Arkansas, Yell County	35.222242,-93.2553	WIS-L-0093245	Russellville, Mt. Nebo	https://lichenportal.org/portal/collections/individual/index.php?occid=1365837	COUNTY	10
WIS	1388561	WIS	Elwood Logan	Arkansas	Pope	6.07	outside_boundary_exact	Arkansas, Yell County	35.222242,-93.2553	WIS-L-0102299	Russellville, Mt. Nebo	https://lichenportal.org/portal/collections/individual/index.php?occid=1388561	COUNTY	10
WIS	1414615	WIS	Elwood Logan	Arkansas	Pope	6.07	outside_boundary_exact	Arkansas, Yell County	35.222242,-93.2553	WIS-L-0105250	Russellville, Mt. Nebo	https://lichenportal.org/portal/collections/individual/index.php?occid=1414615	COUNTY	10
KANU	5410435	KANU	Leslie Hubricht	Arkansas	Marion	4.72	outside_boundary_exact	Arkansas, Searcy County	36.023306,-92.588609	414096	Yellville: 16 mi SSE	https://lichenportal.org/portal/collections/individual/index.php?occid=5410435	COUNTY	10
US	3592076	US	S. Sharnoff & S. Sharnoff	Arkansas	Garland	3.12	outside_boundary_exact	Arkansas, Saline County	34.8,-93.02	NA	Ouachita Nat Forest, Alum Creek Exp Forest, N of Jessieville, Forest Road 961	https://lichenportal.org/portal/collections/individual/index.php?occid=3592076	COUNTY	10
US	3603569	US	S. Sharnoff & S. Sharnoff	Arkansas	Garland	3.12	outside_boundary_exact	Arkansas, Saline County	34.8,-93.02	NA	Ouachita Nat Forest, Alum Creek Exp Forest, N of Jessieville, Forest Road 961	https://lichenportal.org/portal/collections/individual/index.php?occid=3603569	COUNTY	10
MOR	1419961	MOR	Paul L. Redfearn, Jr.	Arkansas	Madison	1.84	outside_boundary_exact	Arkansas, Newton County	35.8126,-93.4968	L-0003797-MOR	Beech Hurricane Ravine. Ca. 1/2-1 mile north of Boston Fire Tower.	https://lichenportal.org/portal/collections/individual/index.php?occid=1419961	COUNTY	10
MOR	1420100	MOR	Paul L. Redfearn, Jr.	Arkansas	Madison	1.84	outside_boundary_exact	Arkansas, Newton County	35.8126,-93.4968	L-0003938-MOR	Beech Hurrican Ravine. Ca. 1/2 - 1 mile north of Boston Fire Tower	https://lichenportal.org/portal/collections/individual/index.php?occid=1420100	COUNTY	10
KANU	5410504	KANU	Mason E Hale	Arkansas	Boone	1.75	outside_boundary_exact	Arkansas, Newton County	36.103026,-93.129593	414061	Marble Falls: near	https://lichenportal.org/portal/collections/individual/index.php?occid=5410504	COUNTY	10
ASU	100862	ASU	S.D. Sharnoff	Arkansas	Garland	1.28	outside_boundary_exact	Arkansas, Saline County	34.7833333,-93.0666667	NA	Ouachita National Forest; Winona Ranger District, Forest Rd. 132, E of AR 7	https://lichenportal.org/portal/collections/individual/index.php?occid=100862	COUNTY	10
ASU	101008	ASU	S.D. Sharnoff	Arkansas	Garland	1.28	outside_boundary_exact	Arkansas, Saline County	34.7833333,-93.0666667	ASUL034709	Ouachita National Forest; Winona Ranger District, Forest Rd. 132, E of AR 7	https://lichenportal.org/portal/collections/individual/index.php?occid=101008	COUNTY	10
ASU	101025	ASU	S.D. Sharnoff	Arkansas	Garland	1.28	outside_boundary_exact	Arkansas, Saline County	34.7833333,-93.0666667	NA	Ouachita National Forest; Winona Ranger District, Forest Rd. 132, E of AR 7	https://lichenportal.org/portal/collections/individual/index.php?occid=101025	COUNTY	10
US	3377444	US	S. Sharnoff & S. Sharnoff	Arkansas	Garland County	0.91	outside_boundary_exact	Arkansas, Saline County	34.78,-93.07	NA	Ouachita Nat Forest. Winona Ranger District. Forest Rd. 132. E of AR 7.	https://lichenportal.org/portal/collections/individual/index.php?occid=3377444	COUNTY	10
US	3379432	US	S. Sharnoff & S. Sharnoff	Arkansas	Garland	0.91	outside_boundary_exact	Arkansas, Saline County	34.78,-93.07	NA	Ouachita Nat Forest, Winona Ranger District, Forest road 132	https://lichenportal.org/portal/collections/individual/index.php?occid=3379432	COUNTY	10
KANU	1756654	KANU	Carroll W Dodge; Edward C Berry; George T Johnson	Arkansas	Baxter	0.78	outside_boundary_exact	Arkansas, Searcy County	36.005072,-92.422255	1391	Big Flat: 1 mi W	https://lichenportal.org/portal/collections/individual/index.php?occid=1756654	COUNTY	10
KANU	1758682	KANU	Carroll W Dodge; Edward C Berry; George T Johnson	Arkansas	Baxter	0.78	outside_boundary_exact	Arkansas, Searcy County	36.005072,-92.422255	3318	Big Flat: 1 mi W	https://lichenportal.org/portal/collections/individual/index.php?occid=1758682	COUNTY	10
KANU	1758761	KANU	Carroll W Dodge; Edward C Berry; George T Johnson	Arkansas	Baxter	0.78	outside_boundary_exact	Arkansas, Searcy County	36.005072,-92.422255	3397	Big Flat: 1 mi W	https://lichenportal.org/portal/collections/individual/index.php?occid=1758761	COUNTY	10
KANU	1758913	KANU	Carroll W Dodge; Edward C Berry; George T Johnson	Arkansas	Baxter	0.78	outside_boundary_exact	Arkansas, Searcy County	36.005072,-92.422255	3549	Big Flat: 1 mi W	https://lichenportal.org/portal/collections/individual/index.php?occid=1758913	COUNTY	10
WIS	1387580	WIS	Delzie Demaree	Arkansas	Hot Spring	0.21	outside_boundary_exact	Arkansas, Hot Spring County	34.450543,-92.930268	WIS-L-0101978	near Lake Catherine, S of Jones Mill	https://lichenportal.org/portal/collections/individual/index.php?occid=1387580	COUNTY	10
