herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link	COUNTRY	1000
WSCO	5644487	WSCO	Dawn Gatherum	Utah	San Juan	6989.23	outside_boundary_exact	not_found_in_US	-39.357222,-111.285833	WSCO012986	Manti-La Sal National Forest. Along F.S. road 071, west of Geyser Pass on the west side of the road at the bottom of a large talus slope. Rock is facing west.	https://lichenportal.org/portal/collections/individual/index.php?occid=5644487	COUNTRY	1000
WSCO	5644488	WSCO	Dawn Gatherum	Utah	San Juan	6989.23	outside_boundary_exact	not_found_in_US	-39.357222,-111.285833	WSCO012987	Manti-La Sal National Forest. Along F.S. road 071, west of Geyser Pass on the west side of the road at the bottom of a large talus slope. Rock is facing west.	https://lichenportal.org/portal/collections/individual/index.php?occid=5644488	COUNTRY	1000
WSCO	5644489	WSCO	Dawn Gatherum	Utah	San Juan	6989.23	outside_boundary_exact	not_found_in_US	-39.357222,-111.285833	WSCO012988	Manti-La Sal National Forest. Along F.S. road 071, west of Geyser Pass on the west side of the road at the bottom of a large talus slope. Rock is facing west.	https://lichenportal.org/portal/collections/individual/index.php?occid=5644489	COUNTRY	1000
WSCO	5644490	WSCO	Dawn Gatherum	Utah	San Juan	6989.23	outside_boundary_exact	not_found_in_US	-39.357222,-111.285833	WSCO012989	Manti-La Sal National Forest. Along F.S. road 071, west of Geyser Pass on the west side of the road at the bottom of a large talus slope. Rock is facing west.	https://lichenportal.org/portal/collections/individual/index.php?occid=5644490	COUNTRY	1000
BRY	1077349	BRY	Larry L. St. Clair	Utah	Toole	NA	county_not_matched_no_match	county_not_matched	40.098889,-112.453333	BRY-L-0001844	Vernon vicinity: Flat fenced field E of Yates Road near Vernon.	https://lichenportal.org/portal/collections/individual/index.php?occid=1077349	COUNTRY	1000
BRY	1245454	BRY	Edna L. Johnson	Utah	Clear Creek	NA	county_not_matched_no_match	county_not_matched	39.583333,-106.583333	BRY-L-0012266	Arapaho National Forest vicinity: 13 miles west of Evergreen, upper Bear Creek.	https://lichenportal.org/portal/collections/individual/index.php?occid=1245454	COUNTRY	1000
BRY	1343813	BRY	Steven D. Leavitt	Utah	Boulder	NA	county_not_matched_no_match	county_not_matched	33.925,-109.516667	BRY-L-0017076	Boulder Mountain Park: Northwest of Boulder Mountain, along Boulder Mountain Road, 8.7 km from SR 24 (land managed by the Bureau of Land Management).	https://lichenportal.org/portal/collections/individual/index.php?occid=1343813	COUNTRY	1000
BRY	1770261	BRY	Bill Buch	Utah	Duschene	NA	county_not_matched_no_match	county_not_matched	40.768288,-109.834039	BRY-L-0024618	Ashley National Forest: Uinta Mountains, Leidy Peak.	https://lichenportal.org/portal/collections/individual/index.php?occid=1770261	COUNTRY	1000
BRY	1770501	BRY	Larry L. St. Clair	Utah	Duschene	NA	county_not_matched_no_match	county_not_matched	40.768288,-109.834039	BRY-L-0024628	Ashley National Forest: Uinta Mountains, Leidy Peak.	https://lichenportal.org/portal/collections/individual/index.php?occid=1770501	COUNTRY	1000
BRY	1770549	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0022305	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1770549	COUNTRY	1000
BRY	1770715	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023165	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1770715	COUNTRY	1000
BRY	1770876	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023152	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1770876	COUNTRY	1000
BRY	1770922	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023168	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1770922	COUNTRY	1000
BRY	1771024	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023153	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1771024	COUNTRY	1000
BRY	1771229	BRY	Larry L. St. Clair	Utah	Duschene	NA	county_not_matched_no_match	county_not_matched	40.768288,-109.834039	BRY-L-0024624	Ashley National Forest: Uinta Mountains, Leidy Peak.	https://lichenportal.org/portal/collections/individual/index.php?occid=1771229	COUNTRY	1000
BRY	1771870	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023146	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1771870	COUNTRY	1000
BRY	1771992	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023157	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1771992	COUNTRY	1000
BRY	1772056	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023169	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1772056	COUNTRY	1000
BRY	1772186	BRY	Larry L. St. Clair	Utah	Duschene	NA	county_not_matched_no_match	county_not_matched	40.768288,-109.834039	BRY-L-0024625	Ashley National Forest: Uinta Mountains, Leidy Peak.	https://lichenportal.org/portal/collections/individual/index.php?occid=1772186	COUNTRY	1000
BRY	1772261	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023167	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1772261	COUNTRY	1000
BRY	1772377	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023142	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1772377	COUNTRY	1000
BRY	1772378	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023143	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1772378	COUNTRY	1000
BRY	1772399	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0024050	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1772399	COUNTRY	1000
BRY	1772457	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023155	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1772457	COUNTRY	1000
BRY	1772458	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023170	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1772458	COUNTRY	1000
BRY	1772555	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023145	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1772555	COUNTRY	1000
BRY	1772556	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023158	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1772556	COUNTRY	1000
BRY	1772604	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023159	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1772604	COUNTRY	1000
BRY	1772796	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023154	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1772796	COUNTRY	1000
BRY	1772887	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023160	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1772887	COUNTRY	1000
BRY	1773030	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0024046	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1773030	COUNTRY	1000
BRY	1773031	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0024049	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1773031	COUNTRY	1000
BRY	1773048	BRY	Larry L. St. Clair	Utah	Duschene	NA	county_not_matched_no_match	county_not_matched	40.768288,-109.834039	BRY-L-0024615	Ashley National Forest: Uinta Mountains, Leidy Peak.	https://lichenportal.org/portal/collections/individual/index.php?occid=1773048	COUNTRY	1000
BRY	1773078	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023164	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1773078	COUNTRY	1000
BRY	1773150	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023141	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1773150	COUNTRY	1000
BRY	1773214	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023162	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1773214	COUNTRY	1000
BRY	1773607	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023144	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1773607	COUNTRY	1000
BRY	1773611	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0024045	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1773611	COUNTRY	1000
BRY	1773661	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023149	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1773661	COUNTRY	1000
BRY	1773752	BRY	Larry L. St. Clair	Utah	Duschene	NA	county_not_matched_no_match	county_not_matched	40.768288,-109.834039	BRY-L-0024619	Ashley National Forest: Uinta Mountains, Leidy Peak.	https://lichenportal.org/portal/collections/individual/index.php?occid=1773752	COUNTRY	1000
BRY	1773801	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023151	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1773801	COUNTRY	1000
BRY	1773929	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023148	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1773929	COUNTRY	1000
BRY	1773965	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023166	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1773965	COUNTRY	1000
BRY	1774068	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0024047	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1774068	COUNTRY	1000
BRY	1774082	BRY	Larry L. St. Clair	Utah	Duschene	NA	county_not_matched_no_match	county_not_matched	40.768288,-109.834039	BRY-L-0024626	Ashley National Forest: Uinta Mountains, Leidy Peak.	https://lichenportal.org/portal/collections/individual/index.php?occid=1774082	COUNTRY	1000
BRY	1774100	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0024051	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1774100	COUNTRY	1000
BRY	1774218	BRY	Larry L. St. Clair	Utah	Duschene	NA	county_not_matched_no_match	county_not_matched	40.768288,-109.834039	BRY-L-0024616	Ashley National Forest: Uinta Mountains, Leidy Peak.	https://lichenportal.org/portal/collections/individual/index.php?occid=1774218	COUNTRY	1000
BRY	1774342	BRY	Larry L. St. Clair	Utah	Duschene	NA	county_not_matched_no_match	county_not_matched	40.768288,-109.834039	BRY-L-0024620	Ashley National Forest: Uinta Mountains, Leidy Peak.	https://lichenportal.org/portal/collections/individual/index.php?occid=1774342	COUNTRY	1000
BRY	1774470	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023150	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1774470	COUNTRY	1000
BRY	1774492	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023140	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1774492	COUNTRY	1000
BRY	1774516	BRY	Larry L. St. Clair	Utah	Duschene	NA	county_not_matched_no_match	county_not_matched	40.768288,-109.834039	BRY-L-0024623	Ashley National Forest: Uinta Mountains, Leidy Peak.	https://lichenportal.org/portal/collections/individual/index.php?occid=1774516	COUNTRY	1000
BRY	1774769	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0023161	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1774769	COUNTRY	1000
BRY	1833757	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0025006	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1833757	COUNTRY	1000
BRY	1834030	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.466967,-108.904467	BRY-L-0024744	Dinosaur National Monument: 2 km WNW of Mantle Ranch turnoff, along Yampa Bench Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1834030	COUNTRY	1000
BRY	2011800	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0032729	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2011800	COUNTRY	1000
BRY	2011802	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0032731	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2011802	COUNTRY	1000
BRY	2011803	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0032732	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2011803	COUNTRY	1000
BRY	2011804	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0032733	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2011804	COUNTRY	1000
BRY	2011805	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0032734	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2011805	COUNTRY	1000
BRY	2011806	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0032735	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2011806	COUNTRY	1000
BRY	2011993	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0032922	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2011993	COUNTRY	1000
BRY	2011994	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0032923	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2011994	COUNTRY	1000
BRY	2011995	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0032924	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2011995	COUNTRY	1000
BRY	2011996	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0032925	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2011996	COUNTRY	1000
BRY	2011999	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0032928	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2011999	COUNTRY	1000
BRY	2012000	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0032929	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2012000	COUNTRY	1000
BRY	2012001	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0032930	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2012001	COUNTRY	1000
BRY	2012002	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0032931	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2012002	COUNTRY	1000
BRY	2012003	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0032932	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2012003	COUNTRY	1000
BRY	2012004	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0032933	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2012004	COUNTRY	1000
BRY	2012006	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0032935	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2012006	COUNTRY	1000
BRY	2012007	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0032936	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2012007	COUNTRY	1000
BRY	2012008	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0032937	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2012008	COUNTRY	1000
BRY	2012775	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0033705	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2012775	COUNTRY	1000
BRY	2012776	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0033706	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2012776	COUNTRY	1000
BRY	2012777	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0033707	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2012777	COUNTRY	1000
BRY	2012778	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0033708	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2012778	COUNTRY	1000
BRY	2012779	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0033709	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2012779	COUNTRY	1000
BRY	2012780	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0033710	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2012780	COUNTRY	1000
BRY	2012782	BRY	Larry L. St. Clair	Utah	Moffat	NA	county_not_matched_no_match	county_not_matched	40.519633,-108.980483	BRY-L-0033712	Dinosaur National Monument: Echo Park, rocky slope E of campground.	https://lichenportal.org/portal/collections/individual/index.php?occid=2012782	COUNTRY	1000
