herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link	COUNTRY	1000
WIS	1071794	WIS	John W. Thomson	Nevada	White Pine	170.01	outside_boundary_exact	Nevada, Nye County	37.741786,-116.698792	WIS-L-0037734	White Pine Mts., West side of Antelope Pass on hwy 50 west of Ely.	https://lichenportal.org/portal/collections/individual/index.php?occid=1071794	COUNTY	10
WIS	1375609	WIS	John W. Thomson	Nevada	White Pine	170.01	outside_boundary_exact	Nevada, Nye County	37.741786,-116.698792	WIS-L-0097941	White Pine Mts. West side of Antelope Pass on hwy 50 west of Ely.	https://lichenportal.org/portal/collections/individual/index.php?occid=1375609	COUNTY	10
OSC	3447622	OSC	Michael West	Nevada	Elko	159.12	outside_boundary_exact	Nevada, Nye County	38.708196,-115.7989	OSC-M-245587	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=3447622	COUNTY	10
SRP	1125298	SRP	Roger Rosentreter	Nevada	White Pine	51.61	outside_boundary_exact	Nevada, Elko County	40.583332,-114.98333	SRP-L-0003616	South of Wells NV.	https://lichenportal.org/portal/collections/individual/index.php?occid=1125298	COUNTY	10
SRP	1212113	SRP	Roger Rosentreter	Nevada	White Pine	51.61	outside_boundary_exact	Nevada, Elko County	40.583332,-114.98333	SRP-L-0007457	South of Wells NV.	https://lichenportal.org/portal/collections/individual/index.php?occid=1212113	COUNTY	10
SRP	1446476	SRP	Roger Rosentreter	Nevada	White Pine	51.61	outside_boundary_exact	Nevada, Elko County	40.583332,-114.98333	SRP-L-0009651	South of Wells NV.	https://lichenportal.org/portal/collections/individual/index.php?occid=1446476	COUNTY	10
UNLV	1819379	UNLV	Roger Rosentreter	Nevada	White Pine	51.23	outside_boundary_exact	Nevada, Elko County	40.58,-114.98	UNLV-L-0000086	South of Wells	https://lichenportal.org/portal/collections/individual/index.php?occid=1819379	COUNTY	10
ASU	94690	ASU	B.D. Ryan	Nevada	Churchill	38.91	outside_boundary_exact	Nevada, Lander County	39.575,-117.0086111	NA	Desatoga Mountains, 84 mi E of Fallon	https://lichenportal.org/portal/collections/individual/index.php?occid=94690	COUNTY	10
ASU	94972	ASU	B.D. Ryan	Nevada	Churchill	38.91	outside_boundary_exact	Nevada, Lander County	39.575,-117.0086111	NA	Desatoga Mountains, 84 mi E of Fallon	https://lichenportal.org/portal/collections/individual/index.php?occid=94972	COUNTY	10
CAS	2607174	CAS	Peterson, Eric B.	Nevada	Carson City County	35.29	outside_boundary_exact	Nevada, Lyon County	39.19667,-119.14707	448500	Carson Valley - Carson City - N of Hot Springs Road, just W of Goni Road	https://lichenportal.org/portal/collections/individual/index.php?occid=2607174	COUNTY	10
SRP	1129434	SRP	Roger Rosentreter	Nevada	Humboldt	33.62	outside_boundary_exact	Nevada, Pershing County	40.556801,-118.230202	SRP-L-0004188	North fork of the Little Humboldt River north of Winnemucca Nevada.	https://lichenportal.org/portal/collections/individual/index.php?occid=1129434	COUNTY	10
SRP	1447578	SRP	Roger Rosentreter	Nevada	Humboldt	33.62	outside_boundary_exact	Nevada, Pershing County	40.556801,-118.230202	SRP-L-0011591	North fork of the Little Humboldt River north of Winnemucca Nevada.	https://lichenportal.org/portal/collections/individual/index.php?occid=1447578	COUNTY	10
WIS	1004055	WIS	B.D. Ryan	Nevada	Lincoln	24.66	outside_boundary_exact	Nevada, Clark County	36.6333333,-114.9666667	WIS-L-0011281	Along Hwy 93, ca 16 mi S of Alamo (S end of Pahranagat Mts.)	https://lichenportal.org/portal/collections/individual/index.php?occid=1004055	COUNTY	10
ASU	2699666	ASU	B.D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	NA	S side of Hwy 267, NE of Scotty's Castle California, 6.4 km NE of Esmeralda County line (Nevada)	https://lichenportal.org/portal/collections/individual/index.php?occid=2699666	COUNTY	10
ASU	68531	ASU	B.D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	ASUL002877	S-side of Hwy 267, 6.4 km NE of Esmeraldo Co. line	https://lichenportal.org/portal/collections/individual/index.php?occid=68531	COUNTY	10
ASU	68536	ASU	B.D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	ASUL002880	S-side of Hwy 267, 6.4 km NE of Esmeraldo Co. line	https://lichenportal.org/portal/collections/individual/index.php?occid=68536	COUNTY	10
ASU	707104	ASU	B.D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.233333333333	ASUL020218	S-side of Hwy 267, 6.4 km NE of Esmeraldo Co. line	https://lichenportal.org/portal/collections/individual/index.php?occid=707104	COUNTY	10
ASU	72859	ASU	B.D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	ASUL020212	S-side of Hwy 267, 6.4 km NE of Esmeraldo Co. line	https://lichenportal.org/portal/collections/individual/index.php?occid=72859	COUNTY	10
ASU	75739	ASU	B.D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	ASUL020213	S-side of Hwy 267, 6.4 km NE of Esmeraldo Co. line	https://lichenportal.org/portal/collections/individual/index.php?occid=75739	COUNTY	10
ASU	82904	ASU	B.D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	NA	S-side of Hwy 267, 6.4 km NE of Esmeraldo Co. line	https://lichenportal.org/portal/collections/individual/index.php?occid=82904	COUNTY	10
ASU	82906	ASU	B.D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	NA	S side of Hwy 267, NE of Scotty's Castle California, 6.4 km NE of Esmeralda County line (Nevada)	https://lichenportal.org/portal/collections/individual/index.php?occid=82906	COUNTY	10
ASU	83006	ASU	B.D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	NA	S-side of Hwy 267, 6.4 km NE of Esmeraldo Co. line	https://lichenportal.org/portal/collections/individual/index.php?occid=83006	COUNTY	10
ASU	83007	ASU	B.D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	NA	S-side of Hwy 267, 6.4 km NE of Esmeraldo Co. line	https://lichenportal.org/portal/collections/individual/index.php?occid=83007	COUNTY	10
ASU	83019	ASU	B.D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	NA	S-side of Hwy 267, 6.4 km NE of Esmeraldo Co. line	https://lichenportal.org/portal/collections/individual/index.php?occid=83019	COUNTY	10
ASU	83028	ASU	B.D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	NA	S-side of Hwy 267, 6.4 km NE of Esmeraldo Co. line	https://lichenportal.org/portal/collections/individual/index.php?occid=83028	COUNTY	10
ASU	88054	ASU	B.D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	NA	S-side of Hwy 267, 6.4 km NE of Esmeraldo Co. line	https://lichenportal.org/portal/collections/individual/index.php?occid=88054	COUNTY	10
ASU	88557	ASU	B.D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	NA	S-side of Hwy 267, 6.4 km NE of Esmeraldo Co. line	https://lichenportal.org/portal/collections/individual/index.php?occid=88557	COUNTY	10
ASU	88561	ASU	B.D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	NA	S-side of Hwy 267, 6.4 km NE of Esmeraldo Co. line	https://lichenportal.org/portal/collections/individual/index.php?occid=88561	COUNTY	10
ASU	88574	ASU	B.D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	NA	S-side of Hwy 267, 6.4 km NE of Esmeraldo Co. line	https://lichenportal.org/portal/collections/individual/index.php?occid=88574	COUNTY	10
ASU	89311	ASU	B.D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	NA	S-side of Hwy 267, 6.4 km NE of Esmeraldo Co. line	https://lichenportal.org/portal/collections/individual/index.php?occid=89311	COUNTY	10
ASU	89974	ASU	B.D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	NA	S side of Hwy 267, NE of Scotty's Castle California, 6.4 km NE of Esmeralda County line (Nevada)	https://lichenportal.org/portal/collections/individual/index.php?occid=89974	COUNTY	10
ASU	96092	ASU	B.D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	NA	S-side of Hwy 267, 6.4 km NE of Esmeraldo Co. line	https://lichenportal.org/portal/collections/individual/index.php?occid=96092	COUNTY	10
ASU	96105	ASU	B.D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	NA	S-side of Hwy 267, 6.4 km NE of Esmeraldo Co. line	https://lichenportal.org/portal/collections/individual/index.php?occid=96105	COUNTY	10
COLO	1660495	COLO	Bruce D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	COLO-L-0021296	S-side of Hwy 267, 4 miles NE of Esmeraldo Co. line	https://lichenportal.org/portal/collections/individual/index.php?occid=1660495	COUNTY	10
MIN	395557	MIN	Ryan, B.	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	844480	4 Mi Ne of Esmeraldo County Line	https://lichenportal.org/portal/collections/individual/index.php?occid=395557	COUNTY	10
MIN	395576	MIN	Ryan, B.	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	844499	4 Mi Ne of Esmeraldo County Line	https://lichenportal.org/portal/collections/individual/index.php?occid=395576	COUNTY	10
MIN	395578	MIN	Ryan, B.	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	844501	4 Mi Ne of Esmeraldo County Line	https://lichenportal.org/portal/collections/individual/index.php?occid=395578	COUNTY	10
MIN	395586	MIN	Ryan, B.	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.2333333	844509	4 Mi Ne of Esmeraldo County Line	https://lichenportal.org/portal/collections/individual/index.php?occid=395586	COUNTY	10
UCR(temp)	2597977	UCR(temp)	B.D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.23333	UCR-186810	S side of Hwy 267, 4 mi NE of Esmeraldo Co. line	https://lichenportal.org/portal/collections/individual/index.php?occid=2597977	COUNTY	10
UCR(temp)	2597978	UCR(temp)	B.D. Ryan	Nevada	Nye	5.95	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.23333	UCR-186809	S side of Hwy 267, 4 mi NE of Esmeraldo Co. line	https://lichenportal.org/portal/collections/individual/index.php?occid=2597978	COUNTY	10
US	3361038	US	B. D. Ryan	Nevada	Nye	5.66	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.23	NA	S side of Hwy 267, 4 mi. NE of Esmeraldo Co. line.	https://lichenportal.org/portal/collections/individual/index.php?occid=3361038	COUNTY	10
US	3361299	US	B. D. Ryan	Nevada	Nye	5.66	outside_boundary_exact	Nevada, Esmeralda County	37.1,-117.23	NA	S side of Hwy 267, 4 mi. NE of Esmeraldo Co. line	https://lichenportal.org/portal/collections/individual/index.php?occid=3361299	COUNTY	10
OSC	4424245	OSC	T. Carlberg	Nevada	Lander	4.87	outside_boundary_exact	Nevada, Churchill County	39.239858,-117.777879	171276	Nevada BLM?: Road Canyon.	https://lichenportal.org/portal/collections/individual/index.php?occid=4424245	COUNTY	10
WIS	1007127	WIS	G.J. Shroeder	Nevada	Churchill	2.48	outside_boundary_exact	Nevada, Washoe County	39.6876,-119.217	WIS-L-0014828	Near Fernley State Wildlife Management Area, 10 miles NE of Fernley	https://lichenportal.org/portal/collections/individual/index.php?occid=1007127	COUNTY	10
UCR(temp)	2605689	UCR(temp)	Cheryl Beyer	Nevada	Washoe	2.03	outside_boundary_exact	Nevada, Carson City County	39.1475,-119.933611	SBBG013493L	Lake Tahoe: Secret Harbor, east side of lake.	https://lichenportal.org/portal/collections/individual/index.php?occid=2605689	COUNTY	10
UCR(temp)	2605690	UCR(temp)	Cheryl Beyer	Nevada	Washoe	2.03	outside_boundary_exact	Nevada, Carson City County	39.1475,-119.93361	UCR-259187	Lake Tahoe: Secret Harbor, east side of lake.	https://lichenportal.org/portal/collections/individual/index.php?occid=2605690	COUNTY	10
UCR(temp)	2605691	UCR(temp)	Cheryl Beyer	Nevada	Washoe	2.03	outside_boundary_exact	Nevada, Carson City County	39.1475,-119.933611	SBBG011132L	Tahoe Basin: Lake Tahoe: Secret Harbor, east side of lake.	https://lichenportal.org/portal/collections/individual/index.php?occid=2605691	COUNTY	10
UCR(temp)	2605692	UCR(temp)	Cheryl Beyer	Nevada	Washoe	2.03	outside_boundary_exact	Nevada, Carson City County	39.1475,-119.93361	UCR-259190	Lake Tahoe: Secret Harbor, east side of lake.	https://lichenportal.org/portal/collections/individual/index.php?occid=2605692	COUNTY	10
F	3046584	F	S. Leavitt	Nevada	White Pine	1.82	outside_boundary_exact	Nevada, Nye County	38.887551,-115.427467	C0303119F	Humboldt-Toiyabe National Forest, Currant Mountain Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=3046584	COUNTY	10
F	3047078	F	S. Leavitt & L. L. St. Clair	Nevada	White Pine	1.82	outside_boundary_exact	Nevada, Nye County	38.887551,-115.427467	C1001680F	Humboldt-Toiyabe National Forest, Currant Mountain Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=3047078	COUNTY	10
F	3048145	F	S. Leavitt & L. L. St. Clair	Nevada	White Pine	1.82	outside_boundary_exact	Nevada, Nye County	38.887551,-115.427467	C1001719F	Humboldt-Toiyabe National Forest, Currant Mountain Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=3048145	COUNTY	10
F	3048336	F	S. Leavitt & L. L. St. Clair	Nevada	White Pine	1.82	outside_boundary_exact	Nevada, Nye County	38.887551,-115.427467	C1001679F	Humboldt-Toiyabe National Forest, Currant Mountain Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=3048336	COUNTY	10
F	3049143	F	S. Leavitt & L. L. St. Clair	Nevada	White Pine	1.82	outside_boundary_exact	Nevada, Nye County	38.887551,-115.427467	C1001665F	Humboldt-Toiyabe National Forest, Currant Mountain Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=3049143	COUNTY	10
F	3049144	F	S. Leavitt & L. L. St. Clair	Nevada	White Pine	1.82	outside_boundary_exact	Nevada, Nye County	38.887551,-115.427467	C1001798F	Humboldt-Toiyabe National Forest, Currant Mountain Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=3049144	COUNTY	10
BRY	1770183	BRY	Larry L. St. Clair	Nevada	White Pine	1.03	outside_boundary_exact	Nevada, Nye County	38.86785,-115.374383	BRY-L-0022897	Humboldt-Toiyabe National Forest: Ely Ranger District, Currant Mountain Wilderness Area, along USFS Rd. No. 409, 3.9 miles N of Junction with US Highway 6.	https://lichenportal.org/portal/collections/individual/index.php?occid=1770183	COUNTY	10
BRY	1770198	BRY	Larry L. St. Clair	Nevada	White Pine	1.03	outside_boundary_exact	Nevada, Nye County	38.86785,-115.374383	BRY-L-0022883	Humboldt-Toiyabe National Forest: Ely Ranger District, Currant Mountain Wilderness Area, along USFS Rd. No. 409, 3.9 miles N of Junction with US Highway 6.	https://lichenportal.org/portal/collections/individual/index.php?occid=1770198	COUNTY	10
BRY	1770268	BRY	Larry L. St. Clair	Nevada	White Pine	1.03	outside_boundary_exact	Nevada, Nye County	38.86785,-115.374383	BRY-L-0022907	Humboldt-Toiyabe National Forest: Ely Ranger District, Currant Mountain Wilderness Area, along USFS Rd. No. 409, 3.9 miles N of Junction with US Highway 6.	https://lichenportal.org/portal/collections/individual/index.php?occid=1770268	COUNTY	10
BRY	1770280	BRY	Larry L. St. Clair	Nevada	White Pine	1.03	outside_boundary_exact	Nevada, Nye County	38.86785,-115.374383	BRY-L-0022891	Humboldt-Toiyabe National Forest: Ely Ranger District, Currant Mountain Wilderness Area, along USFS Rd. No. 409, 3.9 miles N of Junction with US Highway 6.	https://lichenportal.org/portal/collections/individual/index.php?occid=1770280	COUNTY	10
BRY	1770478	BRY	Larry L. St. Clair	Nevada	White Pine	1.03	outside_boundary_exact	Nevada, Nye County	38.86785,-115.374383	BRY-L-0022904	Humboldt-Toiyabe National Forest: Ely Ranger District, Currant Mountain Wilderness Area, along USFS Rd. No. 409, 3.9 miles N of Junction with US Highway 6.	https://lichenportal.org/portal/collections/individual/index.php?occid=1770478	COUNTY	10
BRY	1770554	BRY	Larry L. St. Clair	Nevada	White Pine	1.03	outside_boundary_exact	Nevada, Nye County	38.86785,-115.374383	BRY-L-0022898	Humboldt-Toiyabe National Forest: Ely Ranger District, Currant Mountain Wilderness Area, along USFS Rd. No. 409, 3.9 miles N of Junction with US Highway 6.	https://lichenportal.org/portal/collections/individual/index.php?occid=1770554	COUNTY	10
BRY	1770779	BRY	Larry L. St. Clair	Nevada	White Pine	1.03	outside_boundary_exact	Nevada, Nye County	38.86785,-115.374383	BRY-L-0022916	Humboldt-Toiyabe National Forest: Ely Ranger District, Currant Mountain Wilderness Area, along USFS Rd. No. 409, 3.9 miles N of Junction with US Highway 6.	https://lichenportal.org/portal/collections/individual/index.php?occid=1770779	COUNTY	10
BRY	1770853	BRY	Larry L. St. Clair	Nevada	White Pine	1.03	outside_boundary_exact	Nevada, Nye County	38.86785,-115.374383	BRY-L-0022909	Humboldt-Toiyabe National Forest: Ely Ranger District, Currant Mountain Wilderness Area, along USFS Rd. No. 409, 3.9 miles N of Junction with US Highway 6.	https://lichenportal.org/portal/collections/individual/index.php?occid=1770853	COUNTY	10
BRY	1770986	BRY	Larry L. St. Clair	Nevada	White Pine	1.03	outside_boundary_exact	Nevada, Nye County	38.86785,-115.374383	BRY-L-0022932	Humboldt-Toiyabe National Forest: Ely Ranger District, Currant Mountain Wilderness Area, along USFS Rd. No. 409, 3.9 miles N of Junction with US Highway 6.	https://lichenportal.org/portal/collections/individual/index.php?occid=1770986	COUNTY	10
BRY	1770992	BRY	Larry L. St. Clair	Nevada	White Pine	1.03	outside_boundary_exact	Nevada, Nye County	38.86785,-115.374383	BRY-L-0022886	Humboldt-Toiyabe National Forest: Ely Ranger District, Currant Mountain Wilderness Area, along USFS Rd. No. 409, 3.9 miles N of Junction with US Highway 6.	https://lichenportal.org/portal/collections/individual/index.php?occid=1770992	COUNTY	10
BRY	1770998	BRY	Larry L. St. Clair	Nevada	White Pine	1.03	outside_boundary_exact	Nevada, Nye County	38.86785,-115.374383	BRY-L-0022913	Humboldt-Toiyabe National Forest: Ely Ranger District, Currant Mountain Wilderness Area, along USFS Rd. No. 409, 3.9 miles N of Junction with US Highway 6.	https://lichenportal.org/portal/collections/individual/index.php?occid=1770998	COUNTY	10
BRY	1771011	BRY	Larry L. St. Clair	Nevada	White Pine	1.03	outside_boundary_exact	Nevada, Nye County	38.86785,-115.374383	BRY-L-0022908	Humboldt-Toiyabe National Forest: Ely Ranger District, Currant Mountain Wilderness Area, along USFS Rd. No. 409, 3.9 miles N of Junction with US Highway 6.	https://lichenportal.org/portal/collections/individual/index.php?occid=1771011	COUNTY	10
BRY	1771067	BRY	Larry L. St. Clair	Nevada	White Pine	1.03	outside_boundary_exact	Nevada, Nye County	38.86785,-115.374383	BRY-L-0022927	Humboldt-Toiyabe National Forest: Ely Ranger District, Currant Mountain Wilderness Area, along USFS Rd. No. 409, 3.9 miles N of Junction with US Highway 6.	https://lichenportal.org/portal/collections/individual/index.php?occid=1771067	COUNTY	10
BRY	1771243	BRY	Larry L. St. Clair	Nevada	White Pine	1.03	outside_boundary_exact	Nevada, Nye County	38.86785,-115.374383	BRY-L-0022902	Humboldt-Toiyabe National Forest: Ely Ranger District, Currant Mountain Wilderness Area, along USFS Rd. No. 409, 3.9 miles N of Junction with US Highway 6.	https://lichenportal.org/portal/collections/individual/index.php?occid=1771243	COUNTY	10
BRY	1771434	BRY	Larry L. St. Clair	Nevada	White Pine	1.03	outside_boundary_exact	Nevada, Nye County	38.86785,-115.374383	BRY-L-0022900	Humboldt-Toiyabe National Forest: Ely Ranger District, Currant Mountain Wilderness Area, along USFS Rd. No. 409, 3.9 miles N of Junction with US Highway 6.	https://lichenportal.org/portal/collections/individual/index.php?occid=1771434	COUNTY	10
BRY	1771478	BRY	Larry L. St. Clair	Nevada	White Pine	1.03	outside_boundary_exact	Nevada, Nye County	38.86785,-115.374383	BRY-L-0022918	Humboldt-Toiyabe National Forest: Ely Ranger District, Currant Mountain Wilderness Area, along USFS Rd. No. 409, 3.9 miles N of Junction with US Highway 6.	https://lichenportal.org/portal/collections/individual/index.php?occid=1771478	COUNTY	10
